date,county,state,fips,cases,deaths
2021-10-01,Carson City,Nevada,32510,8328,146
2021-10-02,Carson City,Nevada,32510,8328,146
2021-10-03,Carson City,Nevada,32510,8328,146
2021-10-04,Carson City,Nevada,32510,8366,146
2021-10-05,Carson City,Nevada,32510,8397,147
2021-10-06,Carson City,Nevada,32510,8483,147
2021-10-07,Carson City,Nevada,32510,8488,149
2021-10-08,Carson City,Nevada,32510,8499,148
2021-10-09,Carson City,Nevada,32510,8499,148
2021-10-10,Carson City,Nevada,32510,8499,148
2021-10-11,Carson City,Nevada,32510,8536,148
2021-10-12,Carson City,Nevada,32510,8610,148
2021-10-13,Carson City,Nevada,32510,8634,148
2021-10-14,Carson City,Nevada,32510,8642,148
2021-10-15,Carson City,Nevada,32510,8656,149
2021-10-16,Carson City,Nevada,32510,8656,149
2021-10-17,Carson City,Nevada,32510,8656,149
2021-10-18,Carson City,Nevada,32510,8664,149
2021-10-19,Carson City,Nevada,32510,8727,149
2021-10-20,Carson City,Nevada,32510,8734,149
2021-10-21,Carson City,Nevada,32510,8748,150
2021-10-22,Carson City,Nevada,32510,8762,150
2021-10-23,Carson City,Nevada,32510,8762,150
2021-10-24,Carson City,Nevada,32510,8762,150
2021-10-25,Carson City,Nevada,32510,8778,150
2021-10-26,Carson City,Nevada,32510,8825,150
2021-10-27,Carson City,Nevada,32510,8835,153
2021-10-28,Carson City,Nevada,32510,8847,154
2021-10-29,Carson City,Nevada,32510,8847,154
2021-10-30,Carson City,Nevada,32510,8847,154
2021-10-31,Carson City,Nevada,32510,8847,154
2021-11-01,Carson City,Nevada,32510,8863,156
2021-11-02,Carson City,Nevada,32510,8914,156
2021-11-03,Carson City,Nevada,32510,8972,156
2021-11-04,Carson City,Nevada,32510,9054,157
2021-11-05,Carson City,Nevada,32510,9071,157
2021-11-06,Carson City,Nevada,32510,9071,157
2021-11-07,Carson City,Nevada,32510,9071,157
2021-11-08,Carson City,Nevada,32510,9094,163
2021-11-09,Carson City,Nevada,32510,9127,161
2021-11-10,Carson City,Nevada,32510,9143,161
2021-11-11,Carson City,Nevada,32510,9143,161
2021-11-12,Carson City,Nevada,32510,9169,161
2021-11-13,Carson City,Nevada,32510,9169,161
2021-11-14,Carson City,Nevada,32510,9169,161
2021-11-15,Carson City,Nevada,32510,9208,163
2021-11-16,Carson City,Nevada,32510,9259,164
2021-11-17,Carson City,Nevada,32510,9275,164
2021-11-18,Carson City,Nevada,32510,9285,164
2021-11-19,Carson City,Nevada,32510,9303,164
2021-11-20,Carson City,Nevada,32510,9303,164
2021-11-21,Carson City,Nevada,32510,9303,164
2021-11-22,Carson City,Nevada,32510,9322,166
2021-11-23,Carson City,Nevada,32510,9350,167
2021-11-24,Carson City,Nevada,32510,9356,168
2021-11-25,Carson City,Nevada,32510,9356,168
2021-11-26,Carson City,Nevada,32510,9356,168
2021-11-27,Carson City,Nevada,32510,9356,168
2021-11-28,Carson City,Nevada,32510,9356,168
2021-11-29,Carson City,Nevada,32510,9384,169
2021-11-30,Carson City,Nevada,32510,9424,171
2021-12-01,Carson City,Nevada,32510,9437,172
2021-12-02,Carson City,Nevada,32510,9454,173
2021-12-03,Carson City,Nevada,32510,9467,173
2021-12-04,Carson City,Nevada,32510,9467,173
2021-12-05,Carson City,Nevada,32510,9467,173
2021-12-06,Carson City,Nevada,32510,9479,173
2021-12-07,Carson City,Nevada,32510,9506,175
2021-12-08,Carson City,Nevada,32510,9509,175
2021-12-09,Carson City,Nevada,32510,9523,175
2021-12-10,Carson City,Nevada,32510,9523,175
2021-12-11,Carson City,Nevada,32510,9523,175
2021-12-12,Carson City,Nevada,32510,9523,175
2021-12-13,Carson City,Nevada,32510,9546,175
2021-12-14,Carson City,Nevada,32510,9577,175
2021-12-15,Carson City,Nevada,32510,9589,176
2021-12-16,Carson City,Nevada,32510,9608,177
2021-12-17,Carson City,Nevada,32510,9617,177
2021-12-18,Carson City,Nevada,32510,9617,177
2021-12-19,Carson City,Nevada,32510,9617,177
2021-12-20,Carson City,Nevada,32510,9621,178
2021-12-21,Carson City,Nevada,32510,9658,178
2021-12-22,Carson City,Nevada,32510,9674,178
2021-12-23,Carson City,Nevada,32510,9681,178
2021-12-24,Carson City,Nevada,32510,9681,178
2021-12-25,Carson City,Nevada,32510,9681,178
2021-12-26,Carson City,Nevada,32510,9681,178
2021-12-27,Carson City,Nevada,32510,9689,179
2021-12-28,Carson City,Nevada,32510,9730,179
2021-12-29,Carson City,Nevada,32510,9742,179
2021-12-30,Carson City,Nevada,32510,9760,180
2021-12-31,Carson City,Nevada,32510,9760,180
