date_T,date_T_minus_20,active_deaths_T,active_cases_T_minus_20,P_ID_estimate
2021-10-19,2021-09-29,0,427.0,0.0
2021-10-20,2021-09-30,0,384.0,0.0
2021-10-21,2021-10-01,0,371.0,0.0
2021-10-22,2021-10-02,1,371.0,0.0026954177897574125
2021-10-23,2021-10-03,0,371.0,0.0
2021-10-24,2021-10-04,0,431.0,0.0
2021-10-25,2021-10-05,2,414.0,0.004830917874396135
2021-10-26,2021-10-06,1,411.0,0.0024330900243309003
2021-10-27,2021-10-07,0,289.0,0.0
2021-10-28,2021-10-08,1,224.0,0.004464285714285714
2021-10-29,2021-10-09,0,224.0,0.0
2021-10-30,2021-10-10,0,224.0,0.0
2021-10-31,2021-10-11,0,196.0,0.0
2021-11-01,2021-10-12,1,174.0,0.005747126436781609
2021-11-02,2021-10-13,0,170.0,0.0
2021-11-03,2021-10-14,1,161.0,0.006211180124223602
2021-11-04,2021-10-15,0,157.0,0.0
2021-11-05,2021-10-16,1,157.0,0.006369426751592357
2021-11-06,2021-10-17,0,157.0,0.0
2021-11-07,2021-10-18,0,80.0,0.0
2021-11-08,2021-10-19,1,112.0,0.008928571428571428
2021-11-09,2021-10-20,1,107.0,0.009345794392523364
2021-11-10,2021-10-21,0,100.0,0.0
2021-11-11,2021-10-22,0,112.0,0.0
2021-11-12,2021-10-23,0,112.0,0.0
2021-11-13,2021-10-24,0,112.0,0.0
2021-11-14,2021-10-25,0,103.0,0.0
2021-11-15,2021-10-26,1,112.0,0.008928571428571428
2021-11-16,2021-10-27,0,106.0,0.0
2021-11-17,2021-10-28,0,108.0,0.0
2021-11-18,2021-10-29,0,106.0,0.0
2021-11-19,2021-10-30,0,106.0,0.0
2021-11-20,2021-10-31,0,106.0,0.0
2021-11-21,2021-11-01,0,115.0,0.0
2021-11-22,2021-11-02,0,88.0,0.0
2021-11-23,2021-11-03,0,82.0,0.0
2021-11-24,2021-11-04,1,94.0,0.010638297872340425
2021-11-25,2021-11-05,0,84.0,0.0
2021-11-26,2021-11-06,0,84.0,0.0
2021-11-27,2021-11-07,0,84.0,0.0
2021-11-28,2021-11-08,0,83.0,0.0
2021-11-29,2021-11-09,0,69.0,0.0
2021-11-30,2021-11-10,0,69.0,0.0
2021-12-01,2021-11-11,0,59.0,0.0
2021-12-02,2021-11-12,0,61.0,0.0
2021-12-03,2021-11-13,0,61.0,0.0
2021-12-04,2021-11-14,0,61.0,0.0
2021-12-05,2021-11-15,0,51.0,0.0
2021-12-06,2021-11-16,0,43.0,0.0
2021-12-07,2021-11-17,0,39.0,0.0
2021-12-08,2021-11-18,1,26.0,0.038461538461538464
2021-12-09,2021-11-19,0,22.0,0.0
2021-12-10,2021-11-20,0,22.0,0.0
2021-12-11,2021-11-21,0,22.0,0.0
2021-12-12,2021-11-22,0,23.0,0.0
2021-12-13,2021-11-23,0,22.0,0.0
2021-12-14,2021-11-24,0,22.0,0.0
2021-12-15,2021-11-25,0,22.0,0.0
2021-12-16,2021-11-26,0,18.0,0.0
2021-12-17,2021-11-27,0,18.0,0.0
2021-12-18,2021-11-28,0,18.0,0.0
2021-12-19,2021-11-29,0,13.0,0.0
2021-12-20,2021-11-30,0,13.0,0.0
2021-12-21,2021-12-01,0,15.0,0.0
2021-12-22,2021-12-02,0,13.0,0.0
2021-12-23,2021-12-03,0,15.0,0.0
2021-12-24,2021-12-04,0,15.0,0.0
2021-12-25,2021-12-05,0,15.0,0.0
2021-12-26,2021-12-06,0,12.0,0.0
2021-12-27,2021-12-07,0,13.0,0.0
2021-12-28,2021-12-08,1,15.0,0.06666666666666667
2021-12-29,2021-12-09,0,20.0,0.0
2021-12-30,2021-12-10,0,21.0,0.0
2021-12-31,2021-12-11,0,21.0,0.0
