Time,sqrt_V1_Susceptible,sqrt_V2_Infected,sqrt_V2_Residual,sqrt_V3_Hospitalized,sqrt_V4_Recovered,sqrt_V5_Dead
6.86,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.87,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.88,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.89,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.90,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.91,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.92,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.93,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.94,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.95,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.96,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.97,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.98,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
6.99,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.00,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.01,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.02,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.03,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.04,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.05,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.06,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.07,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.08,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.09,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.10,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.11,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.12,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.13,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.14,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.15,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.16,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.17,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.18,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.19,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.20,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.21,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.22,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.23,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.24,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.25,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.26,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.27,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.28,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.29,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.30,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.31,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.32,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.33,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.34,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.35,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.36,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.37,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.38,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.39,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.40,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.41,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.42,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.43,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.44,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.45,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.46,4.998909e-03,6.048030e-03,6.048030e-03,6.992059e-04,3.514791e-03,1.105542e-04
7.47,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.48,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.49,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.50,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.51,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.52,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.53,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.54,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.55,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.56,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.57,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.58,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.59,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.60,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.61,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.62,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.63,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.64,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.65,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.66,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.67,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.68,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.69,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.70,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.71,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.72,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.73,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.74,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.75,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.76,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.77,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.78,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.79,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.80,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.81,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.82,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.83,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.84,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.85,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.86,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.87,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.88,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.89,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.90,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.91,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.92,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.93,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.94,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.95,5.206639e-03,6.309499e-03,6.309499e-03,7.302967e-04,3.663238e-03,1.154701e-04
7.96,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
7.97,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
7.98,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
7.99,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.00,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.01,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.02,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.03,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.04,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.05,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.06,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.07,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.08,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.09,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.10,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.11,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.12,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.13,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.14,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.15,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.16,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.17,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.18,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.19,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.20,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.21,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.22,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.23,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.24,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.25,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.26,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.27,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.28,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.29,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.30,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.31,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.32,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.33,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.34,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.35,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.36,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.37,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.38,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.39,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.40,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.41,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.42,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.43,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.44,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.45,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.46,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.47,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.48,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.49,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.50,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.51,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.52,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.53,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.54,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.55,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.56,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.57,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.58,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.59,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.60,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.61,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.62,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.63,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.64,4.999310e-03,6.040885e-03,6.040885e-03,6.992059e-04,3.527624e-03,1.105542e-04
8.65,5.206270e-03,6.302028e-03,6.302028e-03,7.302967e-04,3.675553e-03,1.154701e-04
8.66,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.67,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.68,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.69,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.70,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.71,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.72,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.73,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.74,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.75,5.403859e-03,6.551573e-03,6.551573e-03,7.601170e-04,3.817754e-03,1.201850e-04
8.76,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.77,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.78,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.79,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.80,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.81,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.82,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.83,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.84,5.593070e-03,6.790800e-03,6.790800e-03,7.888106e-04,3.954845e-03,1.247219e-04
8.85,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.86,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.87,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.88,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.89,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.90,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.91,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.92,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.93,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.94,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.95,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.96,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.97,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.98,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
8.99,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.00,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.01,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.02,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.03,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.04,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.05,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.06,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.07,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.08,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.09,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.10,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.11,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.12,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.13,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.14,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.15,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.16,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.17,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.18,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.19,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.20,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.21,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.22,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.23,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.24,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.25,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.26,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.27,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.28,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.29,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.30,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.31,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.32,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.33,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.34,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.35,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.36,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.37,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.38,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.39,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.40,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.41,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.42,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.43,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.44,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.45,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.46,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.47,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.48,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.49,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.50,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.51,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
9.52,5.402776e-03,6.543778e-03,6.543779e-03,7.601170e-04,3.829572e-03,1.201850e-04
